"x"
29
40
61
28
28
51
31
36
48
30
34
34
30
34
34
42
26
39
27
25
43
29
31
35
35
34
34
33
35
37
24
44
33
27
46
36
52
23
35
33
30
43
35
32
38
32
28
48
25
29
31
30
28
26
32
36
43
38
24
41
39
45
35
43
35
34
45
36
31
31
35
34
35
32
31
28
30
37
48
31
50
43
34
36
28
29
34
24
40
43
34
38
33
43
27
36
32
34
36
30
41
57
34
27
32
29
28
29
59
25
28
30
26
36
33
39
36
42
33
31
48
40
28
38
25
32
31
31
33
40
37
49
26
35
36
27
39
32
33
28
48
26
34
32
32
55
29
33
53
29
34
33
35
30
44
40
33
38
37
29
32
27
36
43
33
40
34
39
40
36
30
35
39
27
39
35
44
29
49
36
41
35
33
42
30
36
35
31
53
41
31
40
37
34
29
34
39
31
28
31
29
29
29
27
35
37
29
31
33
33
48
29
33
41
41
28
43
30
43
32
54
38
36
35
29
36
33
26
61
41
35
46
32
31
40
31
30
34
30
65
29
27
33
42
30
31
38
27
50
30
39
30
28
49
37
34
42
31
30
48
35
29
42
27
35
28
35
39
37
33
26
32
40
44
38
23
33
32
27
33
26
24
24
45
34
39
43
30
52
29
34
37
48
35
35
24
36
32
38
36
33
29
31
26
31
38
31
31
55
38
37
27
30
34
31
76
47
32
25
47
46
33
31
33
54
33
48
35
37
27
28
30
38
42
44
33
38
33
32
30
29
45
28
33
27
46
30
29
24
28
26
40
36
36
29
35
35
54
34
31
38
27
33
29
25
42
40
32
25
39
39
31
49
37
38
28
32
47
31
40
30
35
27
30
35
30
27
30
30
30
33
29
29
37
33
36
35
41
34
32
28
31
27
29
32
30
27
27
28
30
37
35
27
30
32
35
31
32
31
59
35
33
40
40
62
26
39
39
40
45
38
34
34
30
42
33
44
30
42
33
27
34
31
26
32
42
28
30
30
39
28
30
29
33
29
29
40
36
47
29
34
33
43
28
38
32
28
35
30
35
34
30
43
33
32
46
40
31
45
29
32
31
31
37
29
47
40
32
34
31
38
54
52
30
24
34
31
34
41
35
41
34
48
37
28
35
35
34
37
32
35
31
27
35
39
47
27
25
36
38
31
31
32
32
27
37
35
35
35
38
35
43
30
31
30
33
28
43
29
28
42
49
37
36
40
42
40
30
38
32
31
31
25
33
37
38
26
35
33
35
56
28
37
39
25
30
33
31
30
28
32
32
34
26
29
33
31
45
29
35
28
40
39
40
31
28
36
39
36
32
35
31
29
32
40
38
41
24
37
36
35
38
23
43
32
38
39
37
35
30
31
28
28
28
49
40
28
38
46
46
37
35
49
45
37
36
45
38
38
34
36
39
26
37
50
27
28
39
31
32
34
37
29
36
29
43
35
40
36
31
40
34
31
35
30
34
45
37
48
28
35
37
31
49
34
28
38
37
28
39
34
33
49
26
30
31
37
43
38
34
22
27
45
60
39
32
43
36
27
30
36
48
40
30
24
34
31
30
27
28
37
35
31
34
35
30
35
36
34
27
39
37
29
34
26
36
39
44
29
33
36
34
43
39
28
30
28
33
41
39
33
33
34
28
35
32
29
31
30
40
33
38
32
33
27
36
33
37
36
38
25
32
40
29
40
52
31
39
31
27
41
34
30
35
32
28
30
45
32
30
40
32
31
39
27
36
38
29
29
34
41
30
34
25
33
32
35
34
34
29
29
26
33
33
31
33
32
29
50
29
32
28
29
22
56
30
33
34
27
30
32
30
58
33
25
31
28
47
35
34
31
36
30
37
51
30
38
36
31
41
33
27
34
30
41
35
38
29
43
39
32
34
35
33
25
29
32
47
42
29
33
26
33
37
31
39
34
34
42
31
25
26
41
29
30
31
36
40
39
32
29
32
40
32
37
32
32
36
37
34
46
33
37
38
28
35
36
32
45
34
28
43
34
35
36
44
35
32
34
36
30
34
26
28
38
31
34
34
37
33
24
32
35
39
34
37
33
31
28
33
32
36
42
53
43
33
31
39
34
29
51
38
38
28
33
26
35
39
33
46
32
34
42
46
35
32
30
33
31
39
54
29
47
26
35
32
26
39
37
36
32
44
32
34
29
30
38
35
31
27
29
35
35
30
28
46
35
30
38
37
30
35
46
29
38
37
39
32
41
34
23
36
42
31
40
31
26
46
31
36
